,URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
45,21365.8,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,10,10,1e-06,1e-06,6.892857142857143,0.5025906735751295,2.9581791265729094,6.892857142857143,97,190,2.8134715025906734,0,7.278947368421052
46,21827.6,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6,6,1e-06,1e-06,9.1,0.5604395604395604,3.864175824175824,9.1,51,91,2.8131868131868134,2,7.516483516483516
47,22289.4,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,8,5,0.23077023076923078,0.00663816814159292,7.781818181818182,0.37383177570093457,3.262259983007647,7.781818181818182,160,420,2.4168618266978923,13,6.328571428571428
48,22751.2,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,10,7,0.17647158823529413,0.030001,10.4,0.4423076923076923,4.336923076923077,10.4,46,103,2.495145631067961,1,6.398058252427185
49,23213.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,8,4,0.3333343333333333,0.009303325581395348,10.075,0.5880893300248139,4.265235732009926,10.075,237,402,2.9873737373737375,0,7.527363184079602
50,23674.8,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,10,8,0.1111121111111111,0.02666766666666667,10.0,0.425,4.170000000000001,10.0,34,78,2.430379746835443,4,6.358974358974359
51,24136.6,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,6,7,-0.07692207692307693,-0.005713285714285714,9.55,0.41361256544502617,3.985445026178011,9.55,79,182,2.4345549738219896,5,6.587912087912088
52,24598.4,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,4,9,-0.38461438461538466,-0.004825254826254826,13.04054054054054,0.5326424870466321,5.429273211034869,13.04054054054054,514,964,2.8568464730290457,16,7.465767634854772
53,25060.2,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,10,6,0.250001,0.004690331770222743,12.661971830985916,0.407119021134594,5.227636340848204,12.661971830985916,366,891,2.52894438138479,18,6.519640852974186
54,25522.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,7,7,1e-06,1e-06,11.855072463768115,0.4119804400977995,4.906821161546366,11.855072463768115,337,815,2.518193224592221,16,6.492024539877301
55,25983.8,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,10,5,0.3333343333333333,0.011962722488038277,5.8059701492537314,0.442159383033419,2.4992518129148604,5.8059701492537314,172,380,2.554089709762533,0,6.623684210526315
56,26445.6,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,7,9,-0.124999,-0.0029532097488921714,11.672413793103448,0.4401772525849335,4.8450364182753525,11.672413793103448,298,674,2.4724292101341283,4,6.510385756676558
57,26907.4,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,7,7,1e-06,1e-06,13.882352941176471,0.4661016949152542,5.73938185443669,13.882352941176471,110,234,2.610169491525424,8,6.568376068376068
58,27369.2,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,7,7,1e-06,1e-06,13.514705882352942,0.500544069640914,5.606099980797542,13.514705882352942,460,915,2.7585446527012127,7,6.916939890710383
59,27831.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,7,8,-0.06666566666666666,-0.001967503937007874,7.271428571428571,0.4518664047151277,3.08931799045748,7.271428571428571,230,503,2.561023622047244,11,6.618290258449304
60,28292.8,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,7,6,0.07692407692307693,0.0017584692442882248,7.794520547945205,0.34797891036906853,3.25699978332571,7.794520547945205,198,564,2.3321492007104796,5,6.278368794326241
61,28754.6,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,6,6,1e-06,1e-06,12.382978723404255,0.3470790378006873,5.092023104481978,12.382978723404255,202,581,2.333922261484099,0,6.215146299483649
62,29216.4,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,9,5,0.28571528571428567,0.0061359693251533745,8.955882352941176,0.5024630541871922,3.783338162851347,8.955882352941176,306,605,2.776666666666667,6,7.229752066115703
63,29678.2,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,9,8,0.058824529411764706,0.0018842391713747644,8.030303030303031,0.45849056603773586,3.3955174385363067,8.030303030303031,243,522,2.553030303030303,13,6.60727969348659
64,30140.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,10,4,0.4285724285714285,0.015790473684210528,10.647058823529411,0.4447513812154696,4.436724081897952,10.647058823529411,161,361,2.4842406876790832,5,6.520775623268698
65,30601.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8,10,-0.1111101111111111,-0.011559693641618497,14.545454545454545,0.40625,5.980681818181818,14.545454545454545,65,160,2.4935897435897436,0,6.61875
66,31063.6,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,8,9,-0.058822529411764704,-0.0021871838074398247,18.0,0.4583333333333333,7.383333333333333,18.0,198,432,2.6376470588235295,0,7.020833333333333
67,31525.4,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,4,7,-0.27272627272727273,-0.004242281471004243,11.741379310344827,0.461086637298091,4.880986379057168,11.741379310344827,314,677,2.5867269984917045,5,6.779911373707534
68,31987.2,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,4,7,-0.27272627272727273,-0.0011970830670926518,8.634538152610443,0.3902325581395349,3.6099082842999914,8.634538152610443,839,2148,2.4614599285349668,0,6.2192737430167595
69,32449.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,10,8,0.1111121111111111,0.0021354717182497335,10.964285714285714,0.48534201954397393,4.579851093531875,10.964285714285714,447,916,2.6626106194690267,10,6.9115720524017465
70,32910.8,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,10,9,0.05263257894736842,0.0010245414534288638,14.380952380952381,0.5596026490066225,5.976222011983602,14.380952380952381,507,906,2.843291995490417,0,7.179911699779249
71,33372.6,https://insights.blackcoffer.com/human-rights-outlook/,4,4,1e-06,1e-06,10.714285714285714,0.4,4.445714285714286,10.714285714285714,30,74,2.5416666666666665,2,6.391891891891892
72,33834.4,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,8,4,0.3333343333333333,0.008065516129032257,12.657894736842104,0.44282744282744285,5.240288871867819,12.657894736842104,213,478,2.4437367303609343,1,6.433054393305439
73,34296.2,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,4,11,-0.4666656666666667,-0.007935507936507937,7.771186440677966,0.44601962922573607,3.286882427961481,7.771186440677966,409,907,2.6158068057080133,5,6.821389195148842
74,34758.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,9,7,0.125001,0.002110704641350211,10.883720930232558,0.47863247863247865,4.544941363546015,10.883720930232558,448,932,2.5555555555555554,5,6.76824034334764
75,35219.8,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,8,7,0.06666766666666667,0.0016191229773462783,12.893617021276595,0.42244224422442245,5.326423706200408,12.893617021276595,256,600,2.5824915824915826,3,6.691666666666666
76,35681.6,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,10,8,0.1111121111111111,0.0017553859649122807,13.662162162162161,0.47181008902077154,5.653588900473173,13.662162162162161,477,1011,2.769477054429029,1,6.976261127596439
77,36143.4,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,7,9,-0.124999,-0.0035896642728904847,10.89795918367347,0.4550561797752809,4.5412061453795,10.89795918367347,243,534,2.6423076923076922,3,6.837078651685394
78,36605.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,9,7,0.125001,0.0031555741324921136,8.819444444444445,0.4503937007874016,3.7079352580927387,8.819444444444445,286,629,2.559241706161137,27,6.60731319554849
79,37067.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,13,8,0.23809623809523808,0.009042591320072332,16.243243243243242,0.45757071547420963,6.68032558348698,16.243243243243242,275,599,2.6138279932546373,12,6.702838063439065
80,37528.8,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,11,4,0.46666766666666665,0.009235828496042216,11.370967741935484,0.47375886524822697,4.737890642873484,11.370967741935484,334,702,2.8483483483483485,2,7.2905982905982905
81,37990.6,https://insights.blackcoffer.com/travel-and-tourism-outlook/,8,7,0.06666766666666667,0.010102010101010101,11.0,0.40404040404040403,4.561616161616162,11.0,40,98,2.4838709677419355,2,6.183673469387755
82,38452.4,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,10,6,0.250001,0.006380585326953748,10.288135593220339,0.4299835255354201,4.287247647502304,10.288135593220339,261,603,2.5295109612141653,11,6.537313432835821
83,38914.2,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,7,3,0.400001,0.009709737864077668,10.911764705882353,0.444743935309973,4.542603456476931,10.911764705882353,165,366,2.7038123167155423,4,6.729508196721311
84,39376.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,7,6,0.07692407692307693,0.0015230700152207,12.442307692307692,0.48377125193199383,5.170431577695875,12.442307692307692,313,647,2.7115987460815045,2,7.071097372488408
85,39837.8,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,7,4,0.2727282727272727,0.005826242718446602,13.05,0.4482758620689655,5.399310344827587,13.05,234,521,2.5570599613152805,5,6.56046065259117
86,40299.6,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,4,6,-0.199999,-0.017390304347826086,19.6,0.5102040816326531,8.044081632653063,19.6,50,98,2.438775510204082,0,6.775510204081633
87,40761.4,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,8,8,1e-06,1e-06,10.166666666666666,0.3704918032786885,4.214863387978142,10.166666666666666,113,302,2.380794701986755,3,6.377483443708609
88,41223.2,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,7,8,-0.06666566666666666,-0.0018893591682419661,15.212121212121213,0.4900398406374502,6.280864421103466,15.212121212121213,246,502,2.726530612244898,3,7.143426294820717
89,41685.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,9,6,0.200001,0.00946472239747634,10.96774193548387,0.27647058823529413,4.497685009487666,10.96774193548387,94,338,2.228486646884273,37,5.887573964497041
90,42146.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,9,6,0.200001,0.0047629047619047625,11.86,0.47554806070826305,4.934219224283305,11.86,282,593,2.720562390158172,0,7.059021922428331
91,42608.6,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,7,4,0.2727282727272727,0.005209333333333333,10.788461538461538,0.49910873440285203,4.5150281091457565,10.788461538461538,280,559,2.7392857142857143,0,7.173524150268336
92,43070.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,7,10,-0.17646958823529413,-0.004628629629629629,11.666666666666666,0.48739495798319327,4.8616246498599445,11.666666666666666,290,594,2.7042735042735044,1,7.084175084175084
93,43532.2,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,7,9,-0.124999,-0.004586155963302752,12.885714285714286,0.458980044345898,5.337877732024074,12.885714285714286,207,450,2.530066815144766,7,6.777777777777778
94,43994.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,4,7,-0.27272627272727273,-0.003471222222222222,11.432432432432432,0.43617021276595747,4.747441058079356,11.432432432432432,369,842,2.546116504854369,2,6.584323040380047
95,44455.8,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,9,7,0.125001,0.0021354717182497335,12.680555555555555,0.4709748083242059,5.260612145551905,12.680555555555555,430,913,2.6932223543400715,2,6.637458926615553
96,44917.6,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,9,8,0.058824529411764706,0.002445987775061125,18.84,0.23991507430997877,7.631966029723992,18.84,113,471,2.057649667405765,42,5.48619957537155
97,45379.4,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,7,9,-0.124999,-0.001891147587511826,14.26086956521739,0.4695121951219512,5.892152704135737,14.26086956521739,462,982,2.695109261186264,7,7.0285132382892055
98,45841.2,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,8,4,0.3333343333333333,0.00632011532385466,8.181818181818182,0.36984126984126986,3.420663780663781,8.181818181818182,233,621,2.3498402555910545,7,6.173913043478261
99,46303.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,4,0.3333343333333333,0.01834962385321101,9.95,0.47738693467336685,4.170954773869346,9.95,95,199,2.8260869565217392,1,7.326633165829146
100,46764.8,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,11,11,1e-06,1e-06,13.739583333333334,0.4488248673237301,5.675363280262825,13.739583333333334,592,1316,2.576526566217288,6,6.698328267477204
101,47226.6,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,7,7,1e-06,1e-06,11.84375,0.36015831134564646,4.881563324538259,11.84375,273,751,2.3257978723404253,34,6.1118508655126496
102,47688.4,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,9,7,0.125001,0.0019733865877712034,9.96938775510204,0.44319344933469806,4.165032481774696,9.96938775510204,433,973,2.572192513368984,12,6.549845837615622
103,48150.2,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,7,8,-0.06666566666666666,-0.0009164311926605505,13.038461538461538,0.4631268436578171,5.400635352847742,13.038461538461538,471,1015,2.604229607250755,7,6.758620689655173
104,48612.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,7,9,-0.124999,-0.0031436540880503145,10.436363636363636,0.44076655052264807,4.350852074754513,10.436363636363636,253,570,2.623352165725047,7,6.585964912280701
105,49073.8,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,6,7,-0.07692207692307693,-0.0009379671361502347,15.838709677419354,0.5071283095723014,6.538335194796662,15.838709677419354,498,980,2.800834202294056,2,7.158163265306122
106,49535.6,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,10,8,0.1111121111111111,0.003953569169960474,14.65625,0.4541577825159915,6.044163113006397,14.65625,213,468,2.628888888888889,3,6.767094017094017
107,49997.4,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,10,4,0.4285724285714285,0.0074267425742574255,12.426229508196721,0.46174142480211083,5.155188373199533,12.426229508196721,350,754,2.687074829931973,6,6.9190981432360745
108,50459.2,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,9,7,0.125001,0.011977047904191617,10.133333333333333,0.4868421052631579,4.248070175438596,10.133333333333333,74,151,2.6578947368421053,2,7.105960264900662
109,50921.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,11,6,0.2941186470588235,0.016182229773462783,11.52,0.4652777777777778,4.794111111111111,11.52,134,287,2.7518796992481205,1,6.7979094076655056
110,51382.8,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,8,3,0.4545464545454545,0.004563043795620438,19.862745098039216,0.4136229022704837,8.11054720012388,19.862745098039216,419,1013,2.7778915046059365,2,7.014807502467917
111,51844.6,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,13,6,0.3684220526315789,0.0065923370998116765,13.972222222222221,0.47713717693836977,5.779743759664237,13.972222222222221,480,1001,2.6304128902316215,0,6.949050949050949
